"X1..REPORTING.YEAR","X2..TITLE.OF.CERTIFYING.OFFICIAL","X3..NAME.OF.CERTIFYING.OFFICIAL","X4..TRIFD","X5..NAME","X6..STREET","X7..CITY","X8..COUNTY","X9..STATE","X10..ZIP.CODE","X11..BIA.CODE","X12..TRIBE.NAME","X13..PARENT.COMPANY.NAME","X14..PARENT.COMPANY.DB.NR","X15..STANDARDIZED.PARENT.COMPANY.NAME","X16..EPA.REGISTRY.ID","X17..SUBMITTED.FACILITY.NAME","X18..SUBMITTED.STREET","X19..SUBMITTED.CITY","X20..SUBMITTED.COUNTY","X21..SUBMITTED.STATE","X22..SUBMITTED.ZIP.CODE","X23..SUBMITTED.BIA.CODE","X24..SUBMITTED.TRIBE.NAME","X25..SUBMITTED.PARENT.COMPANY.NAME","X26..SUBMITTED.PARENT.COMPANY.DB.NR","X27..SUBMITTED.STANDARDIZED.PARENT.COMPANY.NAME","X28..SUBMITTED.PRIMARY.NAICS.CODE","X29..SUBMITTED.INDUSTRY.CODE","X30..SUBMITTED.INDUSTRY.NAME","X31..MAILING.NAME","X32..MAILING.STREET","X33..MAILING.CITY","X34..MAILING.STATE","X35..MAILING.PROVINCE","X36..MAILING.ZIP.CODE","X37..ENTIRE.FACILITY.IND","X38..PARTIAL.FACILITY.IND","X39..FEDERAL.FACILITY.IND","X40..ASSIGNED.AGENCY","X41..GOCO.FACILITY.IND","X42..ASSIGNED.FED.FACILITY.FLAG","X43..ASSIGNED.PARTIAL.FACILITY.FLAG","X44..PUBLIC.CONTACT.NAME","X45..PUBLIC.CONTACT.PHONE","X46..PUBLIC.CONTACT.PHONE.EXT","X47..PUBLIC.CONTACT.EMAIL","X48..PRIMARY.SIC.CODE","X49..SIC.CODE.2","X50..SIC.CODE.3","X51..SIC.CODE.4","X52..SIC.CODE.5","X53..SIC.CODE.6","X54..INDUSTRY.CODE","X55..INDUSTRY.NAME","X56..PRIMARY.NAICS.CODE","X57..NAICS.CODE.2","X58..NAICS.CODE.3","X59..NAICS.CODE.4","X60..NAICS.CODE.5","X61..NAICS.CODE.6","X62..LATITUDE","X63..LONGITUDE","X64..DB.NR.A","X65..DB.NR.B","X66..RCRA.NR.A","X67..RCRA.NR.B","X68..RCRA.NR.C","X69..RCRA.NR.D","X70..RCRA.NR.E","X71..RCRA.NR.F","X72..RCRA.NR.G","X73..RCRA.NR.H","X74..RCRA.NR.I","X75..RCRA.NR.J","X76..NPDES.NR.A","X77..NPDES.NR.B","X78..NPDES.NR.C","X79..NPDES.NR.D","X80..NPDES.NR.E","X81..NPDES.NR.F","X82..NPDES.NR.G","X83..NPDES.NR.H","X84..NPDES.NR.I","X85..NPDES.NR.J","X86..LAST.YEAR.THE.FACILITY.REPORTED","X87..FIRST.YEAR.THE.FACILITY.REPORTED","X88..NUMBER.OF.FORMS.SUBMITTED","X89..TOTAL.NUMBER.OF.FORMS.SUBMITTED","X20220921","KEEP"
2021,"DIRECTOR EHS","RODGER FERGUSON","92335FNTNW15500","LA LUMBER TREATING LTD.","15500 VALENCIA AVE","FONTANA","SAN BERNARDINO","CA",92335,NA,"","FONTANA WOOD PRESERVING","","FONTANA WOOD PRESERVING",110002942727,"LA LUMBER TREATING LTD.","15500 VALENCIA AVE","FONTANA","SAN BERNARDINO","CA",92335,NA,"","FONTANA WOOD PRESERVING","","FONTANA WOOD PRESERVING",321114,321,"Wood Products","","","","",NA,"","YES","NO","NO","","NO","NO","NO","PABLO SUAREZ",9093501214,NA,"PABLOS@CALIFORNIACASCADE.COM",2491,NA,NA,NA,NA,NA,321,"Wood Products",321114,NA,NA,NA,NA,NA,34.09655,-117.46582,NA,NA,"CAT000611079","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2000,1,30,NA,"INCLUDE"
2021,"CEO","EDWIN LAIRD","92649CTNGS15541","LAIRD COATINGS CORP","15541 COMMERCE LN","HUNTINGTON BEACH","ORANGE","CA",92649,NA,"","","",NA,110001175709,"LAIRD COATINGS CORP","15541 COMMERCE LN","HUNTINGTON BEACH","ORANGE","CA",92649,NA,"","","",NA,325510,325,"Chemicals","LAIRD COATINGS CORP","15541 COMMERCE LN","HUNTINGTON BEACH","CA",NA,"92649","YES","NO","NO","","NO","NO","NO","ED LAIRD",7148945252,NA,"ELAIRD@COATINGSRESOURCE.COM",2851,NA,NA,NA,NA,NA,325,"Chemicals",325510,NA,NA,NA,NA,NA,33.73635,-118.03118,NA,NA,"CAD009556192","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1990,2,125,NA,"INCLUDE"
2021,"VP EHS LATHAM POOL PRODUCTS","MATTHEW ROWE","95987VKNGP101CR","LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-CA","121 CRAWFORD RD","WILLIAMS","COLUSA","CA",95987,NA,"","LATHAM POOL PRODUCTS INC","963380139","LATHAM POOL PRODUCTS INC",110001133407,"LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-CA","121 CRAWFORD RD","WILLIAMS","COLUSA","CA",95987,NA,"","LATHAM POOL PRODUCTS INC","963380139","LATHAM POOL PRODUCTS INC",326199,326,"Plastics and Rubber","LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-CA","PO BOX 96","WILLIAMS","CA",NA,"95987","YES","NO","NO","","NO","NO","NO","MATT ROWE",8008333800,NA,"MATTROWE@LATHAMPOOL.COM",3087,NA,NA,NA,NA,NA,326,"Plastics and Rubber",326199,NA,NA,NA,NA,NA,39.14128,-122.13503,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1994,1,27,NA,"INCLUDE"
2021,"ENVIRONMETAL ENGINEER","HAI TRAN","90622LCHCR6900O","LEACH INTERNATIONAL","6900 ORANGETHORPE AVE","BUENA PARK","ORANGE","CA",90620,NA,"","TRANSDIGM INC","","TRANSDIGM INC",110000781743,"LEACH INTERNATIONAL","6900 ORANGETHORPE AVE","BUENA PARK","ORANGE","CA",90620,NA,"","TRANSDIGM INC","","TRANSDIGM INC",336413,336,"Transportation Equipment","LEACH INTERNATIONAL","6900 ORANGETHORPE AVE","BUENA PARK","CA",NA,"90620","YES","NO","NO","","NO","NO","NO","SHYLA LANGE",7147367336,NA,"SHYLA.LANGE@LEACHCORP.COM",3625,NA,NA,NA,NA,NA,336,"Transportation Equipment",336413,NA,NA,NA,NA,NA,33.85889,-118.01333,8285587,NA,"CAD000626812","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1988,1,34,NA,"INCLUDE"
2021,"BRANCH MANAGER","COLIN FITZGEARL","95376LGGTT215NM","LEGGETT & PLATT URETHANE DIV BRANCH 6014","2015 N MACARTHUR DR","TRACY","SAN JOAQUIN","CA",95376,NA,"","LEGGETT & PLATT INC","71400064","LEGGETT & PLATT INC",110022448387,"LEGGETT & PLATT URETHANE DIV BRANCH 6014","2015 N MACARTHUR DR","TRACY","SAN JOAQUIN","CA",95376,NA,"","LEGGETT & PLATT INC","71400064","LEGGETT & PLATT INC",326150,326,"Plastics and Rubber","LEGGETT & PLATT URETHANE DIV BRANCH 6014","2015 N MACARTHUR DR","TRACY","CA",NA,"95376","YES","NO","NO","","NO","NO","NO","COLIN FITZGEARL",2098398230,NA,"COLIN.FITZGEARL@LEGGETT.COM",3086,NA,NA,NA,NA,NA,326,"Plastics and Rubber",326150,NA,NA,NA,NA,NA,37.7508,-121.41465,148745974,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2004,1,18,NA,"INCLUDE"
2021,"AREA ENVIRONMENTAL MANAGER","TRESSA JACKSON","93561CLVRS13573","LEHIGH CEMENT WEST LLC","13573 TEHACHAPI BLVD","TEHACHAPI","KERN","CA",93561,NA,"","MARTIN MARIETTA MATERIALS INC","809750912","",110000481915,"LEHIGH CEMENT WEST LLC","13573 TEHACHAPI BLVD","TEHACHAPI","KERN","CA",93561,NA,"","MARTIN MARIETTA MATERIALS INC","809750912","",327310,327,"Nonmetallic Mineral Product","LEHIGH CEMENT WEST LLC","13573 TEHACHAPI BLVD","TEHACHAPI","CA",NA,"93561","YES","NO","NO","","NO","NO","NO","TRESSA JACKSON",9253650032,NA,"TRESSA.JACKSON@MARTINMARIETTA.COM",3241,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327310,NA,NA,NA,NA,NA,35.12279,-118.369304,76183011,NA,"","","","","",NA,NA,NA,NA,NA,"CAZ467391","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1994,4,95,NA,"INCLUDE"
2021,"SENIOR DIRECTOR","JESSE EVANGELISTA","91311LVLDX92MAS","LEVLAD","9200 MASON AVE","CHATSWORTH","LOS ANGELES","CA",91311,NA,"","ARBONNE INTERNATIONAL HOLDCO INC","89115686","ARBONNE INTERNATIONAL HOLDCO INC",110013322671,"LEVLAD","9200 MASON AVE","CHATSWORTH","LOS ANGELES","CA",91311,NA,"","ARBONNE INTERNATIONAL HOLDCO INC","89115686","ARBONNE INTERNATIONAL HOLDCO INC",325620,325,"Chemicals","LEVLAD","9200 MASON AVE","CHATSWORTH","CA",NA,"91311","YES","NO","NO","","NO","NO","NO","JESSE EVANGELISTA",8183123369,NA,"JESSEE@LEVLAD.COM",2833,NA,NA,NA,NA,NA,325,"Chemicals",325620,NA,NA,NA,NA,NA,34.23802,-118.57978,76245109,NA,"CAR000179077","","","","",NA,NA,NA,NA,NA,"CAZ448313","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,1,23,NA,"INCLUDE"
2021,"VICE PRESIDENT, HUMAN RESOURCES","DAWN TUTHILL","9135WLXPRD11847","LEX PRODUCTS WEST","12701 VAN NUYS BLVD - SUITE Q","PACOIMA","LOS ANGELES","CA",91331,NA,"","LEX PRODUCTS CORP","","LEX PRODUCTS CORP",110064459802,"LEX PRODUCTS WEST","12701 VAN NUYS BLVD - SUITE Q","PACOIMA","LOS ANGELES","CA",91331,NA,"","LEX PRODUCTS CORP","","LEX PRODUCTS CORP",335313,335,"Electrical Equipment","LEX PRODUCTS WEST","12701 VAN NUYS BLVD - SUITE Q","PACOIMA","CA",NA,"91331","YES","NO","NO","","NO","NO","NO","DAWN TUTHILL",8004434460,NA,"DTUTHILL@LEXPRODUCTS.COM",NA,NA,NA,NA,NA,NA,335,"Electrical Equipment",335313,NA,NA,NA,NA,NA,34.24127,-118.39192,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2014,1,8,NA,"INCLUDE"
2021,"GLOBAL DIRECTOR EHS","KIM MCDEVITT","9495WLGCBS2199S","LGC BIOSEARCH TECHNOLOGIES INC","2199 S MCDOWELL BLVD EXT","PETALUMA","SONOMA","CA",94954,NA,"","","","",110055425160,"","","","","",NA,NA,"","","","",NA,999,"Other","LGC BIOSEARCH TECHNOLOGIES INC","2199 S MCDOWELL BLVD EXT","PETALUMA","CA",NA,"94954","YES","NO","NO","","NO","NO","NO","KIM MCDEVITT",5706641998,NA,"KIM.MCDEVITT@LGCGROUP.COM",NA,NA,NA,NA,NA,NA,325,"Chemicals",325199,NA,NA,NA,NA,NA,38.22908,-122.59181,556402345,NA,"CAR000236588","CAC002999670","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2016,4,25,NA,"INCLUDE"
2021,"","RADWAN QADDADEH","93902CHMCL11771","LHOIST NORTH AMERICA NATIVADAD PLANT","11771 OLD STAGE RD","SALINAS","MONTEREY","CA",93908,NA,"","LHOIST N.A.","","LHOIST NORTH AMERICA INC",110002673900,"","","","","",NA,NA,"","","","",NA,999,"Other","LHOIST NA NATIVADAD","","","",NA,"","NO","YES","NO","","NO","NO","YES","JUSTIN ANDREWS",7022361409,NA,"JUSTIN.ANDREWS@LHOIST.COM",3274,1422,3299,NA,NA,NA,327,"Nonmetallic Mineral Product",327410,NA,NA,NA,NA,NA,36.74743,-121.60558,160858601,NA,"CAD980885206","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2000,1,96,NA,"INCLUDE"
2021,"EHS SPECIALIST","ELIZABETH  OBARR","92649FRMST15671","LIFOAM INDUSTRIES LLC","15671 INDUSTRY LANE","HUNTINGTON BEACH","ORANGE","CA",92649,NA,"","LIFOAM INDUSTRIES LLC","3084209","LIFOAM INDUSTRIES LLC",110015582742,"LIFOAM INDUSTRIES LLC","15671 INDUSTRY LANE","HUNTINGTON BEACH","ORANGE","CA",92649,NA,"","LIFOAM INDUSTRIES LLC","3084209","LIFOAM INDUSTRIES LLC",326150,326,"Plastics and Rubber","LIFOAM INDUSTRIES LLC","15671 INDUSTRY LANE","HUNTINGTON BEACH","CA",NA,"92649","YES","NO","NO","","NO","NO","NO","VAN LUONG TRUONG",3239836136,NA,"VANLUONG.TRUONG@LIFEMADEPRODUCTS.COM",3086,NA,NA,NA,NA,NA,326,"Plastics and Rubber",326150,NA,NA,NA,NA,NA,33.73461,-118.03362,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2002,1,20,NA,"INCLUDE"
2021,"ENVIRONMENTAL COMPLIANCE MANAGER","GIANNINA ESPINOZA","91746LGHTM13329","LIGHT METALS INC","13329 ECTOR ST","CITY OF INDUSTRY","LOS ANGELES","CA",91746,NA,"","CUSTOM ALLOY SALES INC","63832455","CUSTOM ALLOY SALES INC",110000477939,"LIGHT METALS INC","13329 ECTOR ST","CITY OF INDUSTRY","LOS ANGELES","CA",91746,NA,"","CUSTOM ALLOY SALES INC","63832455","CUSTOM ALLOY SALES INC",331314,331,"Primary Metals","LIGHT METALS INC","13181 CROSSROADS PARKWAY NORTH SUITE 440","CITY OF INDUSTRY","CA",NA,"91476","YES","NO","NO","","NO","NO","NO","NICK DRAKOS",6263693641,1300,"NICKD@CUSTOMINGOT.COM",3341,NA,NA,NA,NA,NA,331,"Primary Metals",331314,NA,NA,NA,NA,NA,34.057,-117.988,NA,NA,"CAD054846670","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,7,125,NA,"INCLUDE"
2021,"FACILITY MANAGER","DAVID LEVALLEY","90810LQDCR2006E","LINDE INC","2006 E 223RD ST","CARSON","LOS ANGELES","CA",90810,NA,"","LINDE INC","197154586","LINDE INC",110000522015,"LINDE INC","2006 E 223RD ST","CARSON","LOS ANGELES","CA",90810,NA,"","LINDE INC","197154586","LINDE INC",325120,325,"Chemicals","LINDE INC","2300 E PACIFIC COAST HWY","WILMINGTON","CA",NA,"90744","YES","NO","NO","","NO","NO","NO","DAVID LEVALLEY",5629832175,NA,"DAVID.LEVALLEY@LINDE.COM",2813,NA,NA,NA,NA,NA,325,"Chemicals",325120,NA,NA,NA,NA,NA,33.82428,-118.23952,197154586,NA,"CAL000163784","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,1,32,NA,"INCLUDE"
2021,"FACILITY MANAGER","ANGELO SIMOES","91761NNCRB5705E","LINDE INC","5705 E AIRPORT DR","ONTARIO","SAN BERNARDINO","CA",91761,NA,"","LINDE INC","197154586","LINDE INC",110065364135,"LINDE INC","5705 E AIRPORT DR","ONTARIO","SAN BERNARDINO","CA",91761,NA,"","LINDE INC","197154586","LINDE INC",325120,325,"Chemicals","LINDE INC","5705 E AIRPORT DR","ONTARIO","CA",NA,"91761","YES","NO","NO","","NO","NO","NO","ANGELO SIMOES",9099745105,NA,"ANGELO.SIMOES@LINDE.COM",2813,NA,NA,NA,NA,NA,325,"Chemicals",325120,NA,NA,NA,NA,NA,34.06264,-117.52931,791165970,NA,"CAR000151886","CAL000444420","CAL000139839","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,1,15,NA,"INCLUDE"
2021,"VICE PRESIDENT","LELA LINDSEY","9170WLNDSY76NGE","LINDSEY MANUFACTURING CO","760 N GEORGIA AVE","AZUSA","LOS ANGELES","CA",91702,NA,"","","",NA,110038858787,"","","","","",NA,NA,"","","","",NA,999,"Other","LINDSEY MANUFACTURING CO","760 N GEORGIA AVE","AZUSA","CA",NA,"91702","YES","NO","NO","","NO","NO","NO","LELA LINDSEY",6269693471,NA,"LLINDSEY@LINDSEY-USA.COM",NA,NA,NA,NA,NA,NA,332,"Fabricated Metals",332312,NA,NA,NA,NA,NA,34.13519,-117.91834,NA,NA,"CAD008505547","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2017,1,5,NA,"INCLUDE"
2021,"VP EHS","ERICK CLICK","92376LPPRT168SS","LIPPERT COMPONENTS","168 S SPRUCE","RIALTO","SAN BERNARDINO","CA",92376,NA,"","LCI INDUSTRIES","7871643","LCI INDUSTRIES",110042163360,"LIPPERT COMPONENTS","168 S SPRUCE","RIALTO","SAN BERNARDINO","CA",92376,NA,"","LCI INDUSTRIES","7871643","LCI INDUSTRIES",333999,333,"Machinery","LIPPERT COMPONENTS","3501 CR6 E","ELKHART","IN",NA,"46514","YES","NO","NO","","NO","NO","NO","ERICK CLICK",5743126309,NA,"ECLICK@LCI1.COM",3792,NA,NA,NA,NA,NA,333,"Machinery",333999,NA,NA,NA,NA,NA,34.09846,-117.38806,43222470,NA,"CAL000255450","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2001,4,72,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","WILLIAM REDDEN","95660LVNGS5416R","LIVINGSTON'S CONCRETE SERVICE INC","5416 ROSEVILLE RD","NORTH HIGHLANDS","SACRAMENTO","CA",95660,NA,"","","","",110022811714,"LIVINGSTON'S CONCRETE SERVICE INC","5416 ROSEVILLE RD","NORTH HIGHLANDS","SACRAMENTO","CA",95660,NA,"","","","",327320,327,"Nonmetallic Mineral Product","LIVINGSTON'S CONCRETE SERVICE INC","5304  ROSEVILLE RD STE A","NORTH HIGHLANDS","CA",NA,"95660","YES","NO","NO","","NO","NO","NO","BILL REDDEN",9163342311,NA,"",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,38.6651,-121.37622,29036746,NA,"CAL000044086","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2004,1,18,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","WILLIAM REDDEN","95742LVNGS3458F","LIVINGSTON'S CONCRETE SERVICE INC","3458 FITZGERALD RD","RANCHO CORDOVA","SACRAMENTO","CA",95742,NA,"","","","",110022811723,"LIVINGSTON'S CONCRETE SERVICE INC","3458 FITZGERALD RD","RANCHO CORDOVA","SACRAMENTO","CA",95742,NA,"","","","",327320,327,"Nonmetallic Mineral Product","LIVINGSTON'S CONCRETE SERVICE INC","5304  ROSEVILLE RD STE A","NORTH HIGHLANDS","CA",NA,"95660","YES","NO","NO","","NO","NO","NO","BILL REDDEN",9163342311,NA,"",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,38.57758,-121.2585,29036746,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2004,1,18,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","WILLIAM REDDEN","95961LVNGS2572S","LIVINGSTON'S CONCRETE SERVICE INC","2571 ROSSER RD","MARYSVILLE","YUBA","CA",95961,NA,"","","","",110022811750,"LIVINGSTON'S CONCRETE SERVICE INC","2571 ROSSER RD","MARYSVILLE","YUBA","CA",95961,NA,"","","","",327320,327,"Nonmetallic Mineral Product","LIVINGSTON'S CONCRETE SERVICE INC","5304 ROSEVILLE RD STE A","NORTH HIGHLANDS","CA",NA,"95660","YES","NO","NO","","NO","NO","NO","BILL REDDEN",9163342311,NA,"",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,39.064892,-121.516403,29036746,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2004,1,17,NA,"INCLUDE"
2021,"PRODUCT STEWARDSHIP MANAGER","CAROL CORPUZ","90221FLKMN19402","LMC ENTERPRISES DBA FLO-KEM","19402 S SUSANA RD","COMPTON","LOS ANGELES","CA",90221,NA,"","","",NA,110000474317,"LMC ENTERPRISES DBA FLO-KEM","19402 S SUSANA RD","COMPTON","LOS ANGELES","CA",90221,NA,"","","",NA,325612,325,"Chemicals","LMC ENTERPRISES DBA FLO-KEM","19402 S SUSANA RD","RANCHO DOMINGUEZ","CA",NA,"90221","YES","NO","NO","","NO","NO","NO","MICHAEL BOURGEOIS",5626022116,NA,"MBOURGEOIS@CHEMCOPROD.COM",2841,NA,NA,NA,NA,NA,325,"Chemicals",325612,NA,NA,NA,NA,NA,33.854655,-118.206439,63798714,NA,"CAD048488852","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,2,159,NA,"INCLUDE"
2021,"","ROBERT PLESICH","93550LCKHD1011L","LOCKHEED MARTIN AERONAUTICS CO","1011 LOCKHEED WAY - MZ 0117","PALMDALE","LOS ANGELES","CA",93599,NA,"","LOCKHEED MARTIN CORP","834951691","LOCKHEED MARTIN CORP",110018950982,"LOCKHEED MARTIN AERONAUTICS CO","1011 LOCKHEED WAY - MZ 0117","PALMDALE","LOS ANGELES","CA",93599,NA,"","LOCKHEED MARTIN CORP","834951691","LOCKHEED MARTIN CORP",336411,336,"Transportation Equipment","LOCKHEED MARTIN AERONAUTICS CO","1011 LOCKHEED WAY - MZ 0117","PALMDALE","CA",NA,"93599","YES","NO","NO","","NO","NO","NO","MELISSA DALTON",6615721130,NA,"MELISSA.DALTON@LMCO.COM",3721,NA,NA,NA,NA,NA,336,"Transportation Equipment",336411,NA,NA,NA,NA,NA,34.60263,-118.116485,619434590,NA,"CAD009679077","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,4,60,NA,"INCLUDE"
2021,"ESH ENGINEER, SR, STAFF","KRAIG KURUCZ","94089LCKHD1111L","LOCKHEED MARTIN SPACE SYSTEMS CO","1111 LOCKHEED MARTIN WAY","SUNNYVALE","SANTA CLARA","CA",94089,NA,"","LOCKHEED MARTIN CORP","834951691","LOCKHEED MARTIN CORP",110000609306,"LOCKHEED MARTIN SPACE SYSTEMS CO","1111 LOCKHEED MARTIN WAY","SUNNYVALE","SANTA CLARA","CA",94089,NA,"","LOCKHEED MARTIN CORP","834951691","LOCKHEED MARTIN CORP",336414,336,"Transportation Equipment","LOCKHEED MARTIN SPACE SYSTEMS CO","1111 LOCKHEED MARTIN WAY","SUNNYVALE","CA",NA,"94089","YES","NO","NO","","NO","NO","NO","KRAIG KURUCZ",4087561152,NA,"KRAIG.KURUCZ@LMCO.COM",3761,NA,NA,NA,NA,NA,336,"Transportation Equipment",336414,NA,NA,NA,NA,NA,37.4166,-122.03599,9125535,NA,"CAD009125535","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,1,58,NA,"INCLUDE"
2021,"VP OPERATIONS","LANCE ROSENKRANZ","90255LSNGL2524E","LOS ANGELES GALVANIZING CO.","2524 E 52ND ST","HUNTINGTON PARK","LOS ANGELES","CA",90255,NA,"","","",NA,110000474781,"LOS ANGELES GALVANIZING CO.","2524 E 52ND ST","HUNTINGTON PARK","LOS ANGELES","CA",90255,NA,"","","",NA,332812,332,"Fabricated Metals","LOS ANGELES GALVANIZING CO.","2524 E 52ND ST","HUNTINGTON PARK","CA",NA,"90255","YES","NO","NO","","NO","NO","NO","LANCE ROSENKRANZ",3235832263,NA,"LANCEROSENKRANZ@MSN.COM",3479,NA,NA,NA,NA,NA,332,"Fabricated Metals",332812,NA,NA,NA,NA,NA,33.99562,-118.225501,9520115,NA,"CAD009520115","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,1,38,NA,"INCLUDE"
2021,"ADMINISTRATOR","JACALENE MCEVOY","9002WLSNGL3365E","LOS ANGELES PLANT 15","3365 E 26TH ST","LOS ANGELES","LOS ANGELES","CA",90058,NA,"","MCC DEVELOPMENT CORP","838030492","MCC DEVELOPMENT CORP",110041626586,"LOS ANGELES PLANT 15","3365 E 26TH ST","LOS ANGELES","LOS ANGELES","CA",90058,NA,"","MCC DEVELOPMENT CORP","838030492","MCC DEVELOPMENT CORP",327320,327,"Nonmetallic Mineral Product","LOS ANGELES PLANT 15","P.O. BOX 3600","CORONA","CA",NA,"92878","YES","NO","NO","","NO","NO","NO","JACKIE MCEVOY",9514936500,NA,"JACKIEM@RRMCA.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,34.01244,-118.21148,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2009,1,13,NA,"INCLUDE"
2021,"CONSULTANT","RONALD HAYES","90255LSNGL2529E","LOS ANGELES PUMP & VALVE","2529 E 55TH ST","HUNTINGTON PARK","LOS ANGELES","CA",90255,NA,"","","",NA,110000474790,"LOS ANGELES PUMP & VALVE","2529 E 55TH ST","HUNTINGTON PARK","LOS ANGELES","CA",90255,NA,"","","",NA,331529,331,"Primary Metals","LOS ANGELES PUMP & VALVE","2529 E 55TH ST","HUNTINGTON PARK","CA",NA,"90255","YES","NO","NO","","NO","NO","NO","PHIL PINTO",3232777788,NA,"PHILPINTO@LA-PV.COM",3561,3366,NA,NA,NA,NA,331,"Primary Metals",331529,NA,NA,NA,NA,NA,33.99294,-118.2268,8278309,NA,"CAD981656564","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,1,35,NA,"INCLUDE"
2021,"PLANT MANAGER","DUSTIN BROWN","96080LSNPC11500","LOUISIANA-PACIFIC CORP RED BLUFF I-JOIST","11500 READING RD","RED BLUFF","TEHAMA","CA",96080,NA,"","LOUISIANA PACIFIC CORP","61500534","LOUISIANA PACIFIC CORP",110000486242,"LOUISIANA-PACIFIC CORP RED BLUFF I-JOIST","11500 READING RD","RED BLUFF","TEHAMA","CA",96080,NA,"","LOUISIANA PACIFIC CORP","61500534","LOUISIANA PACIFIC CORP",321213,321,"Wood Products","LOUISIANA-PACIFIC CORP RED BLUFF I-JOIST","11500 READING RD","RED BLUFF","CA",NA,"96080","YES","NO","NO","","NO","NO","NO","BRYAN RAMSAY",5305286007,NA,"BRYAN.RAMSAY@LPCORP.COM",2439,NA,NA,NA,NA,NA,321,"Wood Products",321213,NA,NA,NA,NA,NA,40.126622,-122.196979,8443764,NA,"CAD009173832","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1998,1,20,NA,"INCLUDE"
