"CERSID","BusinessName","SiteAddress","City","ZipCode","NAICSCode","SICCode","ChemicalName","CommonName","CASNumber","AverageDailyAmount","MaximumDailyAmount","ChemicalLocation","EHS","PFCodeHazardClass","SFCodeHazardClass","TFCodeHazardClass","FFCodeHazardClass","FifthFireCodeHazardClass","SixthFireCodeHazardClass","SeventhFireCodeHazardClass","EighthFireCodeHazardClass","isMixture","HMType","MixtureComponentNumber","RadioActive","Curies","Unit","PhysicalState","LargestContainer","FHCFire","FHCReactive","FHCPressureRelease","FHCAcuteHealth","FHCChronicHealth","AnnualWasteAmount","StateWasteCode","DaysOnSite","SCAboveGroundTank","SCUnderGroundTank","SCTankInsideBuilding","SCSteelDrum","SCPlasticNonMetallicDrum","SCCan","SCCarboy","SCSilo","SCFiberDrum","SCBag","SCBox","SCCylinder","SCGlassBottle","SCPlasticBottle","SCToteBin","SCTankTruckTankWagon","SCTankCarRailCar","SCOther","OtherStorageContainer","StoragePressure","StorageTemperature","HC1PercentByWeight","HC1Name","HC1EHS","HC1CAS","HC2PercentByWeight","HC2Name","HC2EHS","HC2CAS","HC3PercentByWeight","HC3Name","HC3EHS","HC3CAS","HC4PercentByWeight","HC4Name","HC4EHS","HC4CAS","HC5PercentByWeight","HC5Name","HC5EHS","HC5CAS","ChemicalDescriptionComment","AdditionalMixtureComponents","CCLID","USEPASRSNumber","DOTHazClassID","KEEP"
"10345816","LytEn","145 BAYTECH DR","SAN JOSE","95134","333249","2863","Anhydrous Ammonia","Ammonia","7664-41-7","13.5","13.5","NULL","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","pounds","Gas","4.5","NULL","NULL","NULL","NULL","NULL","NULL","141","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1826","NULL","2.2","INCLUDE"
"10247404","WCS INC","5028 E ALHAMBRA AVE","LOS ANGELES","90032","333249","3559","Oxygen Difluoride","OXYGEN","7782-44-7","750","1000","NULL","N","20","NULL","5","27","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","cubic feet","Gas","250","NULL","NULL","NULL","NULL","NULL","NULL","NULL","180","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","100","OXYGEN","NULL","7782447","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","154302","2.2","INCLUDE"
"10314196","CEC PRINT SOLUTIONS, INC","30971 San Benito St","Hayward","94544","333293","3555","NULL","Paint Relater Material","NULL","25","55","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","30","Methyl Ethyl Ketone","N","78-93-3","30","Toluene","N","108-88-3","10","Methyl Isobutyl Ketone","N","108-10-1","5","Ethyl Alcohol","N","64-17-5","5","Methyl Alcohol","N","67-56-1","NULL","NULL","NULL","NULL","3","INCLUDE"
"10694965","COMMERCIAL MANUFACTURING","2432 S RAILROAD","FRESNO","93714","333294","NULL","CARBON DIOXIDE","CARBON DIOXIDE","124-38-9","4796","9592","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","cubic feet","Gas","436","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10408138","Ashlock Company div Vistan Corp","855 Montague St","San Leandro","94577","333294","3556","NULL","Food Grade Grease","NULL","120","240","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Solid","2.40E+02","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","90","Distillates, Hydrotreated heavy paraffinic","N","647742-54-77","10","Polyurea Thickener","N","Trade Secret","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10268167","CASA HERRERA INC","2655 N PINE ST","POMONA","91767","333294","3556","Oil Mixture - Distillates (petroleum), hydrotreated heavy paraffinic","SOLUBLE OIL","64742-54-7","200","300","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","250","NULL","NULL","NULL","NULL","NULL","600","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","NULL","Ambient","Ambient","10","Distillates (petroleum), hydrotreated heavy paraffinic","N","64742-54-7","1","HYDROGEN SULFIDE","N","8/4/7783","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","LUBRICATING BASE STOCKS","MAY CONTAIN ONE OF MORE OF THE FOLLOWING: CAS# 64742-54-7, 64742-70-7, 64742-65-0, 64742-57-0","NULL","NULL","NULL","INCLUDE"
"10417726","Sandvik Thermal Process Inc.","19500 Nugget Blvd","Sonora","95370","333295","3559","Tripropylene Glycol Methyl Ether","INSTAPAK  ""A"" DISPENSER SOLUTION","025498-49-1","300","550","NULL","Y","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","pounds","Liquid","550","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10588171","KNT Inc DBA KNT MFG.","39760 Eureka Dr","Newark","94560","333298","3599","Oxygen","Oxygen","7782-44-7","448","672","NULL","N","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","224","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","154302","2.2","INCLUDE"
"10466911","DIGILENS","1288 Hammerwood Ave","Sunnyvale","94089","333314","3827","NITROGEN","NITROGEN","7727-37-9","250","396","NULL","N","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","396","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Above Ambient","Cryogenic","100","NITROGEN","N","7727-37-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10556431","PVP ADVANCED EO SYSTEMS INC","14312 FRANKLIN AVE STE 100","TUSTIN","92780","333314","3827","Formula 815 GD","Ultra-Sonic Cleaner","7758-29-4","110","110","NULL","N","31","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","10","Sodium Tripolyphosphate","N","7758-29-4","10","Nonylphenol Ethoxlate","N","9016-45-9","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","6.1","INCLUDE"
"10560013","II-VI Aerospace and Defense","30735 Magdas Coloradas St ","Murrieta","92563","333314","3827","NULL","CIMTECH GL 2015","NULL","55","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","13","MONOEHANOLAMINE","N","102-71-6","10","TRIETHANOLAMINE","N","141-43-5","75","Other components","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","Other components below reportable levels = 60-100% of the mixture.","NULL","NULL","NULL","INCLUDE"
"10563094","INFINITE OPTICS INC","1712 NEWPORT CIR STE F","SANTA ANA","92705","333314","3827","Oxygen","Oxygen","7782-44-7","2790","2790","NULL","N","21","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","279","NULL","NULL","NULL","NULL","NULL","NULL","","365"," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," "," ","","Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10587049","LUMINIT LLC","20600 Grammercy Place, Ste 201 & 202","Torrance","90501","333314","3827","Liquid Nitrogen (Cryogenic)","Liquid Nitrogen (Cryogenic)","7727-37-9","2500","5230","NULL","N","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Liquid","5200","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Free Standing Metal Dewar","Above Ambient","Cryogenic","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10628260","Sutter Instrument","1 Digital Dr","Novato","94949","333314","3827","Refined Mineral Oil","Hydraulic Oils","mixture","25","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","99","mineral oil","N","mixture","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","highly refined mineral oil","NULL","NULL","NULL","NULL","INCLUDE"
"10299979","LUMINIT LLC","1850 W 205TH ST","TORRANCE","90501","333314","3827","Poly Alkene Blend","Sartomer PRO10676","Mixture","110","165","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","272","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","60","Poly alkene resin","N","Proprietary","30","Acrylic Ester","N","Proprietary","30","2-Propenoic acid","N","66492-51-1","30","2-Propenoic acid, 1,6-hexanediyl ester","N","13048-33-4","10","2-Propenoic acid, 2-(hydroxymethyl)-2-[[(1-oxo-2-propenyl)oxy]methyl]-1,3-propanediyl ester","N","3524-68-3","Decomposition due to a fire can create hydrogen cyanide and Isocyanates in addition to other hazardous chemicals such as CO, CO2, NOx, and organic hazardous compounds","Hexafunctional Urethane acrylate ester (CAS # Proprietary), 5%.2-propenoic acid, 2,2-bis[[(1-oxo-2-propenyl)oxy]methyl]-1,3-propanediyl ester CAS # 4986-89-4, 5%.2-propenoic acid, 2-ethyl-2-[[(1-oxo-2-propenyl)oxy]methyl]-1,3-propanediyl ester. CAS # 15625-89-5, 1%.Benzene, Methyl, CA # 108-88-3, unknown quantity present.","NULL","NULL","9","INCLUDE"
"10353403","VLSI STANDARDS INC","5 TECHNOLOGY DR","MILPITAS","95035","333314","3827","Hydrogen Peroxide","Hydrogen Peroxide 30-50%","NULL","3","5","NULL","N","5","18","NULL","32","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","NULL","Ambient","Ambient","30","Hydrogen Peroxide","N","7722-84-1","70","Water","N","7732-18-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5.1","INCLUDE"
"10353406","KLA-Tencor Corporation","5 TECHNOLOGY DR","MILPITAS","95035","333314","3827","Krypton and Argon, Compressed Gas Mixture","Krypton and Argon, Compressed Gas Mixture","NULL","30","34","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","cubic feet","Gas","34","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","2","Krypton","N","7439-90-9","98","Argon","N","7440-37-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10363792","ROCKWELL COLLINS OPTRONICS","2752 W LOKER AVE","CARLSBAD","92010","333314","3827","Lab Pack - Liquid","Lab Pack Liquid","NULL","5","22","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","30","NULL","NULL","NULL","NULL","NULL","22","551","365","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10622689","Panavision","6101 Variel Ave","Woodland Hills","91367","333316","3861","NULL","Waste Absorbent","NULL","20","40","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","500","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Unknown","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10707382","GOPRO INC","3125 CLEARVIEW WY","SAN MATEO","94402","333316","NULL","DIESEL FUEL NO. 2","DIESEL FUEL NO. 2","68334-30-5","300","325","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","325","NULL","NULL","NULL","NULL","NULL","0","NULL","0","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10270321","STEWART FILMSCREEN CORP","1161 W SEPULVEDA BLVD","TORRANCE","90502","333316","3861","BUTYL BENZYL PHTHALATE","SANTICIZER","85-68-7","75","110","NULL","N","11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","689984","9","INCLUDE"
"10509913","Imperial Manufacturing","1128 Sherborn St ","Corona","92879","333318","3599","Nitrogen, Liquid","Nitrogen, Liquid","7727-37-9","680","680","NULL","N","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","340","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Cryogenic","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","228","NULL","2.2","INCLUDE"
"10539865","J L WINGERT CO","11800 MONARCH ST ","GARDEN GROVE","92841","333318","3539","1074/1075B hp polysocyanate ","1074/1075 converter","NULL","0.0013","0.0014","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","180","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","90","Hexamethylene disocyanate","N","28182-81-2","3","1,2,4-Trimethylbenzene","N","95-63-6","3","Petrolium solvent ","N","64742-95-6","3","N-Butyl Acetate","N","123-86-4","1","HEXAMETHYLENE DIISOCYANATE (HDI) MONOMER","N","822-06-0","NULL","NULL","NULL","NULL","3","INCLUDE"
"10562602","SNOW PURE","130 CALLE IGLESIA STE A","SAN CLEMENTE","92672","333318","3569","Hydrochloric acid","Hydrochloric acid","7647-01-0","65","65","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","65","NULL","NULL","NULL","NULL","NULL","1125","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CATION REGEN PROCESS TANK","Ambient","Above Ambient","98","DI WATER","N","NULL","2","HYDROCHLORIC ACID - 37%","N","7647-01-0","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10655824","American Range Corp","13592 Desmond St","Pacoima","91331","333318","3631","Chromium","Chromium","7440-47-3","0.9","30","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Solid","30","NULL","NULL","NULL","NULL","NULL","330","181","90","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","16134","150060","NULL","INCLUDE"
"10661971","Evoqua Water Technologies","27925 Oneil Dr","Ladera Ranch","92688","333318","NULL","Bioxide","Ammonium Calcium Nitrate Double Salt","15245-12-2","10891","21782","NULL","N","32","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","60","Ammonium Calcium Nitrate Double Salt","N","15245-12-2","40","Water","N","7732-18-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","INCLUDE"
"10390606","WATER WORKS INC","5490 Complex St Ste 602","San Diego","92123","333318","3589","NA OH 50% DRUM","NA OH 50% DRUM","1310-73-2","55","275","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","122","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","50","Sodium Hydroxide","N","1310-7-2","50","Water","N","7732-18-5","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10429234","CLEANING TECHNOLOGY INDUSTRIES, INC","2720 E MIRALOMA AVE","ANAHEIM","92806","333318","3559","OXYGEN ","OXYGEN ","7782-44-7","140","280","NULL","N","21","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","280","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","90","OXYGEN ","N","7782-44-7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10429681","AJ FASTENERS INC","2800 E MIRALOMA AVE","ANAHEIM","92806","333318","3599","Petroleum Distillate Aliphatic","ArrowClean 2314 Solvent Cleaner","64741-65-7","30","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10450297","Parker Hannifin Water Purification","2630 E El Presidio","Carson","90810","333318","3559","Trim Microsol 685","Trim Microsol 685","NULL","110","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Machine","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10280149","NORCHEM CORPORATION","7171 SCOUT AVE","BELL GARDENS","90201","333318","3999","Argon, compressed","Argon","7440-37-1","20","300","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","300","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","17159658","2.2","INCLUDE"
"10280344","ALLEGHENY TECHNOLOGIES","8570 MERCURY LN","PICO RIVERA","90660","333318","3589","Waste Oil","Motor Oil","70514-12-4","1","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","110","221","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Unknown","Unknown","85","VARIOUS LUBRICATING BASE OILS","N","6474X-XX-X","15","ADDITIVE PACKAGE, INCLUDING","NULL","MIXTURE","2","ZINC ALKYLDITHIOPHOSPHATE","NULL","68649-42-3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","CAL000356041","3","INCLUDE"
"10281175","Evoqua Water Technologies LLC (Regen)","1700 E 028TH ST","SIGNAL HILL","90755","333318","7389","HD-5 Propane Gas","Propane","74-98-6","2302","2302","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Unknown","NULL","NULL","NULL","cubic feet","Gas","287","NULL","NULL","NULL","NULL","NULL","0","NULL","365","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","100","Propane","Y","74-98-6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","INCLUDE"
"10183195","MOTOR GUARD CORP","580 CARNEGIE ST","MANTECA","95337-6141","333318","3514","OXYGEN","OXYGEN","7782-44-7","282","564","NULL","N","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","282","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","154302","2.2","INCLUDE"
"10152793","TORAY MEMBRANE USA INC","13435 DANIELSON ST","POWAY","92064-6825","333319","3589","NITROGEN GAS","NITROGEN GAS","7727-37-9","3500","7500","NULL","N","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","7500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10471210","S.T. Johnson Company","5160 Fulton Dr","Fairfield","94534","333414","3433","Argon, mixt. with carbon dioxide","Argon 75% Carbon dioxide 25%","70343-43-0","1550","2352","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","cubic feet","Gas","3.36E+02","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Below Ambient","75","argon","NULL","7440-37-1","25","carbon dioxide","NULL","124-38-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","17163148","2.2","INCLUDE"
"10537606","TAYCO ENGINEERING INC","10874 HOPE ST ","CYPRESS","90630","333414","3672","Ferric Chloride 45","Ferric Chloride Hydrochloric Acid","NULL","55","55","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","715","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","39","Ferric Chloride","N","7705-08-0","2","Hydrochloric Acid","N","7647-01-0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
