OBJECTID,HUC12,Name,BioAqRankSW,BioAqSumSW,NtvAqRankSW,NtvAqSumSW,RarAqRankSW,RarAqSumSW,RwiAqRankSW,RwiAqMaxSW,NtvFish,NtvAqInvt,NtvAqAmph,NtvAqRept,RarFish,RarAqAmph,RarAqRept,RwiAqFishSWNorm,RwiAqAmphSWNorm,RwiAqReptSWNorm,Shape_Length,Shape_Area
2644,1.803E+11,Salt Creek,2,0.125608,3,0.330169,0,0,0,0,0,0,3,4,0,0,0,0,0,0,56183.44259,77863130.68
2645,1.803E+11,Pleitito Creek-Frontal Kern Lake Bed,3,0.153906,3,0.40455,0,0,0,0,1,0,3,5,0,0,0,0,0,0,61049.74548,113455179.2
2646,1.803E+11,Town of Minter Village,2,0.077884,2,0.204724,0,0,0,0,2,0,2,2,0,0,0,0,0,0,73911.29067,157532603.7
2647,1.803E+11,Upper Elk Bayou,2,0.150832,2,0.245528,2,0.150943,0,0,3,0,3,2,0,0,1,0,0,0,93916.14116,159586566.2
2648,1.803E+11,Foothill Ditch,2,0.133237,3,0.350222,0,0,0,0,2,0,5,3,0,0,0,0,0,0,42890.36297,42318226.87
2649,1.803E+11,Lower Dry Creek,3,0.179381,3,0.37587,1,0.075472,3,0.020172907,4,0,5,3,0,1,0,0,0.020172911,0,61570.32272,97363628.18
2650,1.803E+11,Upper Mill Creek,3,0.19158,3,0.394291,1,0.075472,3,0.033816423,5,0,3,4,0,1,0,0,0.03381642,0,52101.51068,75635532.36
2651,1.803E+11,Upper Big Creek,4,0.268619,4,0.463076,3,0.226415,2,0.016589861,6,0,5,4,0,1,1,0,0.008695652,0.01658986,49067.06779,82983005.84
2652,1.803E+11,Helms Creek,3,0.233331,2,0.268612,3,0.226415,5,0.118297614,0,0,3,3,0,3,0,0,0.118297599,0,58413.16219,116439484
2653,1.804E+11,Camp Sixty One Creek-South Fork San Joaquin River,4,0.274128,3,0.428533,3,0.207547,5,0.08448118,0,31,3,4,1,2,0,0.00943396,0.08448118,0,65912.43345,125723808.6
2654,1.804E+11,Lower Granite Creek,2,0.130487,3,0.342993,0,0,0,0,1,0,3,4,0,0,0,0,0,0,36391.96658,48670613.41
2655,1.804E+11,North Fork San Joaquin River,3,0.19699,3,0.330169,2,0.132075,4,0.055555552,0,0,3,4,1,1,0,0.00943396,0.055555549,0,66276.48212,147808537.6
2656,1.80901E+11,Rancheria Gulch-Frontal Mono Lake,2,0.068127,2,0.179075,0,0,0,0,0,0,2,2,0,0,0,0,0,0,63195.40968,69974061.8
2657,1.60503E+11,Clearwater Creek,2,0.092521,2,0.243197,0,0,0,0,5,0,2,2,0,0,0,0,0,0,52662.84933,85937430.98
2658,1.80701E+11,Potrero Valley Creek,3,0.200419,3,0.37587,2,0.150943,0,0,4,0,5,3,0,0,1,0,0,0,59587.89226,87765724.49
2659,1.80701E+11,Cold Creek-Malibu Creek,5,0.85277,4,0.467973,5,0.773585,5,0.99999994,9,0,6,3,3,2,3,0.021212559,0.01449275,0.999999881,59468.70762,69343549.45
2660,1.80701E+11,Fish Creek-Piru Creek,5,0.431157,4,0.505833,5,0.509434,5,0.118055552,3,45,5,3,1,2,2,0.01515151,0.118055597,0.01658986,48617.81896,104334905.2
2661,1.803E+11,Tecuya Creek,3,0.153906,3,0.40455,0,0,0,0,1,0,3,5,0,0,0,0,0,0,73463.58387,70933579.52
2662,1.80701E+11,Liebre Gulch-Piru Creek,2,0.117714,2,0.309417,0,0,0,0,1,0,4,3,0,0,0,0,0,0,41983.92024,57218544.23
2663,1.803E+11,Comanche Creek,2,0.091545,2,0.240632,0,0,0,0,0,0,2,3,0,0,0,0,0,0,52743.75471,86956962.47
2664,1.803E+11,Sycamore Canyon-Poso Creek,2,0.122592,2,0.322241,0,0,0,0,2,0,4,3,0,0,0,0,0,0,44848.90308,47812284.13
2665,1.803E+11,Cottonwood Creek,3,0.200964,3,0.360714,2,0.150943,2,0.016589861,5,0,4,3,0,0,1,0,0,0.01658986,68652.23174,131587350.4
2666,1.803E+11,Tyler Gulch-White River,2,0.127471,3,0.335066,0,0,0,0,3,0,4,3,0,0,0,0,0,0,49885.23419,63128795.1
2667,1.803E+11,Willow Spring Creek,3,0.163858,3,0.335066,1,0.075472,3,0.020172907,3,0,4,3,0,1,0,0,0.020172911,0,55468.29818,57601571.9
2668,1.803E+11,Bear Hollow Creek-Poso Creek,3,0.175683,2,0.294261,2,0.150943,2,0.016589861,2,0,3,3,0,0,1,0,0,0.01658986,57830.38862,91296450.78
2669,1.803E+11,Little Poso Creek,2,0.135366,3,0.355818,0,0,0,0,2,0,3,4,0,0,0,0,0,0,46626.59758,70174555.85
2670,1.803E+11,Lower Cedar Creek,3,0.199102,3,0.355818,2,0.150943,2,0.016589861,2,0,3,4,0,0,1,0,0,0.01658986,39654.51322,54802601.27
2671,1.803E+11,Campbell Creek-Tule River,3,0.193555,3,0.424603,1,0.075472,1,0.008695652,3,0,5,4,0,1,0,0,0.008695652,0,59093.69411,102102569
2672,1.803E+11,Lower North Fork Kaweah River,3,0.208192,4,0.463076,1,0.075472,1,0.008695652,6,0,5,4,0,1,0,0,0.008695652,0,42929.2059,77498470.83
2673,1.803E+11,Upper Lewis Creek,2,0.138116,3,0.363046,0,0,0,0,3,0,5,3,0,0,0,0,0,0,38977.50826,44906878.74
2674,1.803E+11,Upper Yokohl Creek,4,0.253982,3,0.424603,3,0.226415,2,0.016589861,3,0,5,4,0,1,1,0,0.008695652,0.01658986,49132.75377,85650223.72
2675,1.803E+11,Middle South Fork Kaweah River,3,0.234245,3,0.422271,2,0.150943,4,0.042512078,5,0,4,4,0,2,0,0,0.042512082,0,47033.72443,93455840.39
2676,1.803E+11,Upper East Fork Kaweah River,3,0.17783,3,0.35815,1,0.075472,3,0.033816423,0,0,4,4,0,1,0,0,0.03381642,0,48946.69348,98231522.77
2677,1.803E+11,Post Corral Creek-North Fork Kings River,2,0.152038,2,0.268612,1,0.075472,4,0.055555552,0,0,3,3,0,1,0,0,0.055555549,0,55519.5193,118792722.2
2678,1.803E+11,Goddard Creek,2,0.125608,3,0.330169,0,0,0,0,0,0,3,4,0,0,0,0,0,0,50137.0769,103214331.2
2679,1.804E+11,Florence Lake-South Fork San Joaquin River,4,0.279203,3,0.389188,3,0.226415,5,0.118297614,0,38,3,3,0,3,0,0,0.118297599,0,63952.25353,132397299.8
2680,1.80901E+11,Upper Rock Creek,3,0.22425,2,0.240822,3,0.264151,5,0.08448118,1,26,3,1,2,2,0,0.019638039,0.08448118,0,57699.2653,93210400.96
2681,1.804E+11,Piute Creek,3,0.208028,2,0.145498,3,0.283019,5,0.118297614,0,0,3,1,1,3,0,0.00943396,0.118297599,0,61797.56315,143148055.2
2682,1.80901E+11,Pine Creek,5,0.36588,3,0.371741,5,0.471698,5,0.118297614,2,35,4,2,3,4,0,0.070148252,0.118297599,0,66466.18656,103555295.1
2683,1.80901E+11,McGee Creek,2,0.09507,2,0.145498,1,0.075472,3,0.028925616,0,0,3,1,0,1,0,0,0.02892562,0,42742.23466,46086030.96
2684,1.80901E+11,Deep Wells,1,0.044708,1,0.117518,0,0,0,0,0,0,2,1,0,0,0,0,0,0,37998.26143,72546133.48
2685,1.80701E+11,Tujunga Wash-Los Angeles River,4,0.264612,3,0.435317,3,0.226415,3,0.033816423,2,18,6,3,0,1,1,0,0.03381642,0.01658986,164131.276,404386355.4
2686,1.80701E+11,Lower Castaic Creek,5,0.405853,4,0.473658,5,0.54717,4,0.045981556,4,22,6,3,3,1,2,0.04598156,0.020172911,0.01658986,76534.93926,122603245.6
2687,1.80902E+11,Spencer Canyon,2,0.078771,2,0.207055,0,0,0,0,0,0,3,2,0,0,0,0,0,0,31023.89034,45121117.68
2688,1.80902E+11,1.81E+11,2,0.068127,2,0.179075,0,0,0,0,0,0,2,2,0,0,0,0,0,0,42957.80951,52529383.81
2689,1.80902E+11,Proctor Lake,2,0.091545,2,0.240632,0,0,0,0,0,0,2,3,0,0,0,0,0,0,44573.40557,57662300.46
2690,1.803E+11,Middle Walker Basin Creek,3,0.166298,2,0.327837,1,0.075472,3,0.033816423,2,0,2,4,0,1,0,0,0.03381642,0,44122.61251,75266341.59
2691,1.803E+11,Erskine Creek,3,0.213738,3,0.394291,2,0.150943,2,0.016589861,5,0,3,4,0,0,1,0,0,0.01658986,61734.92967,94160625
2692,1.803E+11,Bull Run Creek,3,0.192467,3,0.396623,1,0.075472,3,0.033816423,3,0,4,4,0,1,0,0,0.03381642,0,49759.51998,85473840.34
2693,1.803E+11,Corral Creek-Kern River,3,0.160647,3,0.422271,0,0,0,0,5,0,4,4,0,0,0,0,0,0,62730.90333,145393976
2694,1.803E+11,Cannell Creek,3,0.214625,3,0.396623,2,0.150943,2,0.016589861,3,0,4,4,0,0,1,0,0,0.01658986,37380.61681,43383938.01
2695,1.803E+11,Tobias Creek,3,0.192467,3,0.396623,1,0.075472,3,0.033816423,3,0,4,4,0,1,0,0,0.03381642,0,34800.55221,54223498.16
2696,1.803E+11,Cliff Creek,3,0.167185,3,0.330169,1,0.075472,3,0.033816423,0,0,3,4,0,1,0,0,0.03381642,0,32882.74938,46023218.53
2697,1.803E+11,Upper Roaring River,2,0.086285,1,0.117518,1,0.075472,3,0.033816423,0,0,2,1,0,1,0,0,0.03381642,0,44550.13478,83237342.42
2698,1.803E+11,South Fork Woods Creek,2,0.09693,2,0.145498,1,0.075472,3,0.033816423,0,0,3,1,0,1,0,0,0.03381642,0,36838.82309,54641636.73
2699,1.803E+11,Woods Creek,2,0.09693,2,0.145498,1,0.075472,3,0.033816423,0,0,3,1,0,1,0,0,0.03381642,0,54801.75629,87791344.74
2700,1.80901E+11,Owens River Gorge-Owens River,3,0.18466,2,0.200281,2,0.188679,5,0.096428551,2,18,2,1,2,1,0,0.096428551,0.02892562,0,72839.10466,98132664.98
2701,1.80901E+11,Rawson Creek-Owens River,3,0.217257,2,0.321681,2,0.188679,4,0.060714301,3,24,3,2,2,1,0,0.060714301,0,0,123977.3645,381125451.8
2702,1.80901E+11,Upper Chidago Canyon,1,0.049587,2,0.130342,0,0,0,0,1,0,2,1,0,0,0,0,0,0,62798.26,130600591.6
2703,1.80901E+11,Montgomery Creek-Spring Canyon Creek,2,0.073005,2,0.191899,0,0,0,0,1,0,2,2,0,0,0,0,0,0,69025.85267,154654005.8
2704,1.80901E+11,Truman Canyon,2,0.073005,2,0.191899,0,0,0,0,1,0,2,2,0,0,0,0,0,0,39359.46105,64085215.73
2705,1.80701E+11,Arroyo Seco,5,0.37776,5,0.567298,4,0.377358,4,0.048309173,1,46,8,3,0,3,1,0,0.04830917,0,73483.8708,118155762.4
2706,1.80701E+11,Chavez Ravine-Los Angeles River,4,0.294955,3,0.438754,4,0.301887,4,0.034665663,4,11,6,3,0,2,1,0,0.034665659,0.01658986,62291.82632,159573063.8
2707,1.80701E+11,Eaton Wash,4,0.329906,3,0.421339,4,0.377358,4,0.068482079,1,0,8,3,0,3,1,0,0.068482079,0,47711.21174,61435366.4
2708,1.80701E+11,Upper West Fork San Gabriel River,5,0.461711,4,0.523717,5,0.584906,5,0.105012104,3,33,7,3,1,3,2,0.00909091,0.105012096,0.01658986,41479.91819,57080930.47
2709,1.80902E+11,Anaverde Creek,2,0.100061,2,0.263016,0,0,0,0,0,0,5,2,0,0,0,0,0,0,47596.96085,59796326.91
2710,1.80902E+11,Upper Amargosa Creek,2,0.089416,2,0.235036,0,0,0,0,0,0,4,2,0,0,0,0,0,0,59577.62231,124539539.8
2711,1.80902E+11,Sand Creek,2,0.091545,2,0.240632,0,0,0,0,0,0,2,3,0,0,0,0,0,0,32380.28962,43837400.46
2712,1.80902E+11,Oil Canyon-Cache Creek,2,0.091545,2,0.240632,0,0,0,0,0,0,2,3,0,0,0,0,0,0,34746.15309,48978512.98
2713,1.80902E+11,Joshua Middle School,2,0.068127,2,0.179075,0,0,0,0,0,0,2,2,0,0,0,0,0,0,43119.73075,90261409.03
2714,1.80902E+11,Town of Mojave,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,94321.54911,79757970.11
2715,1.80902E+11,North Fork Pine Tree Canyon-Pine Tree Canyon,2,0.10219,2,0.268612,0,0,0,0,0,0,3,3,0,0,0,0,0,0,62043.2723,94864402.98
2716,1.803E+11,Upper Indian Creek,2,0.096424,2,0.253456,0,0,0,0,1,0,2,3,0,0,0,0,0,0,34762.51475,53764408.88
2717,1.803E+11,Upper Canebrake Creek,2,0.128444,2,0.253456,1,0.075472,1,0.008695652,1,0,2,3,0,1,0,0,0.008695652,0,34711.89462,45771761.39
2718,1.803E+11,Lower Chimney Creek,2,0.096424,2,0.253456,0,0,0,0,1,0,2,3,0,0,0,0,0,0,56543.84927,88775734.04
2719,1.80901E+11,George Creek,1,0.049587,2,0.130342,0,0,0,0,1,0,2,1,0,0,0,0,0,0,55011.21535,78749442.09
2720,1.80901E+11,Mazourka Canyon,1,0.026168,1,0.068785,0,0,0,0,1,0,2,0,0,0,0,0,0,0,57333.49555,82848060.76
2721,1.80901E+11,Lower Chalfant Valley,2,0.148929,2,0.217548,1,0.113208,4,0.060714301,3,0,2,2,2,0,0,0.060714301,0,0,56490.77089,84803124.91
2722,1.80901E+11,Black Canyon,1,0.049587,2,0.130342,0,0,0,0,1,0,2,1,0,0,0,0,0,0,47369.10331,59531256.24
2723,1.606E+11,McAfee Creek-Frontal Fish Lake Valley,1,0.044708,1,0.117518,0,0,0,0,0,0,2,1,0,0,0,0,0,0,43271.48468,47029202.53
2724,1.80702E+11,Upper San Diego Creek,4,0.265507,4,0.451314,3,0.226415,3,0.020172907,3,19,6,3,0,1,1,0,0.020172911,0.01658986,60119.78742,107802108
2725,1.80702E+11,Walnut Canyon-Santa Ana River,3,0.178693,3,0.39795,1,0.056604,2,0.015151515,3,11,5,3,1,0,0,0.01515151,0,0,59860.14144,83485676.91
2726,1.80702E+11,Lower San Diego Creek,5,0.333644,4,0.46498,4,0.377358,4,0.034665663,6,20,5,3,0,3,1,0,0.034665659,0.01658986,86459.1102,159542753.7
2727,1.80701E+11,Lower San Jose Creek,3,0.182633,3,0.384416,1,0.075472,3,0.020172907,1,6,6,3,0,1,0,0,0.020172911,0,56327.75026,125190451
2728,1.80701E+11,Alder Creek,4,0.305483,4,0.514066,3,0.226415,4,0.0625,2,34,7,3,0,1,1,0,0.0625,0,39040.32522,53011787.56
2729,1.80701E+11,Devils Canyon,4,0.253528,3,0.406183,3,0.226415,3,0.033816423,2,0,7,3,0,1,1,0,0.03381642,0,35530.40025,44629267.89
2730,1.80902E+11,1.81E+11,2,0.065998,2,0.173479,0,0,0,0,0,0,4,1,0,0,0,0,0,0,105928.0882,110094201.5
2731,1.80902E+11,Eller Slough,1,0.055353,2,0.145498,0,0,0,0,0,0,3,1,0,0,0,0,0,0,92500.99372,90388583.83
2732,1.80902E+11,1.81E+11,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,45592.29884,46669220.13
2733,1.80902E+11,1.81E+11,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37923.10033,70640711.97
2734,1.80902E+11,Twin Buttes,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30968.29041,56584099.47
2735,1.80902E+11,Last Chance Canyon,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,58152.89109,77743131.08
2736,1.80902E+11,Sand Canyon,2,0.131161,3,0.344765,0,0,0,0,0,24,3,3,0,0,0,0,0,0,54804.1739,101218708.9
2737,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96896.04436,106500426.5
2738,1.80902E+11,Portuguese Canyon,2,0.068127,2,0.179075,0,0,0,0,0,0,2,2,0,0,0,0,0,0,30522.05463,50598684.12
2739,1.80901E+11,South Haiwee Reservoir,1,0.044708,1,0.117518,0,0,0,0,0,0,2,1,0,0,0,0,0,0,44283.89896,77571921.01
2740,1.80902E+11,Upper Cactus Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35525.66696,42575306.71
2741,1.80901E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50855.00088,59238919.49
2742,1.80902E+11,Middle Waucoba Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57838.52873,89828164.86
2743,1.80902E+11,1.81E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73983.84565,114634415.1
2744,1.80902E+11,1.81E+11,1,0.055353,2,0.145498,0,0,0,0,0,0,3,1,0,0,0,0,0,0,63986.0858,103536494.5
2745,1.80902E+11,Christmas Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59583.89465,120365816.2
2746,1.80902E+11,Red Mountain-Cuddeback Lake,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,91918.87264,156232416.7
2747,1.80902E+11,180902050204-Airport Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34259.20401,40558388.46
2748,1.80902E+11,Mountain Springs Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53353.41053,49735204.15
2749,1.80902E+11,Middle Darwin Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,94865.54242,122984223.4
2750,1.80902E+11,Etcharren Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55320.79286,81380377.2
2751,1.80902E+11,Revenue Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37391.27854,55327503.63
2752,1.80902E+11,Mill Canyon,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38222.36852,42424751.23
2753,1.80902E+11,Snow Canyon-Panamint Valley,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72189.09508,109179370.2
2754,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52285.2119,119158063.3
2755,1.80902E+11,Perdido Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58496.01536,103986154.1
2756,1.80902E+11,Dedeckera Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58403.29346,104889677.9
2757,1.80703E+11,Chollas Creek,3,0.223455,3,0.436423,2,0.150943,0,0,6,11,5,3,0,0,1,0,0,0,44617.22818,69177595.9
2758,1.80703E+11,Guajome Lake-San Luis Rey River,5,0.79898,5,0.607322,5,0.509434,5,0.98341018,7,52,6,3,1,2,2,0.006024095,0.082672939,0.98341018,70666.19588,106232083.8
2759,1.80703E+11,Sandia Canyon,4,0.286082,5,0.58445,2,0.150943,2,0.016589861,2,65,6,3,0,0,1,0,0,0.01658986,47184.88117,55713015.84
2760,1.80703E+11,Long Canyon-Murrieta Creek,5,0.795124,4,0.505124,5,0.584906,5,0.99999994,2,40,6,3,1,1,3,0.00909091,0.020172911,0.999999881,55431.21008,58062736.21
2761,1.80703E+11,Warm Springs Creek,3,0.232814,3,0.365378,3,0.226415,3,0.020172907,1,0,6,3,0,1,1,0,0.020172911,0.01658986,92635.0942,147172259.4
2762,1.80703E+11,Gomez Creek-San Luis Rey River,3,0.227879,3,0.365378,2,0.150943,5,0.082672939,1,0,6,3,0,2,0,0,0.082672939,0,61544.70138,130302163.6
2763,1.80702E+11,Perris Valley-San Jacinto River,3,0.164745,3,0.337397,1,0.075472,3,0.020172907,1,0,5,3,0,1,0,0,0.020172911,0,71613.12912,153452098.1
2764,1.80902E+11,1.81E+11,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,57214.41832,75139396.57
2765,1.80902E+11,Seaburgs Well,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49434.59593,73384074.22
2766,1.80902E+11,Indian Spring,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56963.61245,91810312.61
2767,1.80902E+11,Borax Flat-Searles Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62196.00194,136090896.4
2768,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41731.19319,47120369.64
2769,1.80902E+11,Grotto Canyon,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86492.91742,126698791.8
2770,1.80703E+11,Tule Creek,2,0.128358,3,0.337397,0,0,0,0,1,0,5,3,0,0,0,0,0,0,48213.73798,59639817.16
2771,1.81001E+11,Cougar Buttes,1,0.031934,1,0.083941,0,0,0,0,0,0,3,0,0,0,0,0,0,0,59310.86553,115551378.5
2772,1.81001E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44663.14673,50243815.13
2773,1.80902E+11,City of Barstow-Mojave River,1,0.044708,1,0.117518,0,0,0,0,0,0,2,1,0,0,0,0,0,0,78563.22514,141995437.5
2774,1.80902E+11,Sweetwater Spring,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56525.759,75931541.21
2775,1.80902E+11,Kane Wash,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,86427.11155,154275483.2
2776,1.80902E+11,Noble Well,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48739.51638,84422789.43
2777,1.80902E+11,Odessa Canyon,2,0.108444,1,0.117518,2,0.150943,2,0.016589861,0,0,2,1,0,0,1,0,0,0.01658986,84885.86405,136854978.5
2778,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62213.75817,137562425.2
2779,1.80902E+11,Town of Goldstone,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47842.75465,65937923.25
2780,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47372.16645,78350181.17
2781,1.80902E+11,Lost Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31365.97568,56367927.97
2782,1.80902E+11,Quail Spring,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70474.80933,109502668.3
2783,1.80902E+11,Lower Wingate Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55208.93732,84423497.98
2784,1.80703E+11,Bee Canyon-Cottonwood Creek,4,0.26978,2,0.324573,4,0.301887,5,0.082672939,0,0,5,3,0,2,1,0,0.082672939,0,33534.68936,48546054.48
2785,1.80703E+11,Upper Pine Valley Creek,5,0.408556,4,0.54409,5,0.45283,4,0.076992787,0,78,4,3,0,2,2,0,0.076992787,0.01658986,63874.97814,98162781.96
2786,1.80703E+11,Ritchie Creek-San Diego River,5,0.340567,3,0.365378,5,0.45283,4,0.076992787,1,0,6,3,0,2,2,0,0.076992787,0.01658986,63115.20409,105986005.8
2787,1.80703E+11,Buena Vista Creek,3,0.227879,3,0.365378,2,0.150943,5,0.082672939,1,0,6,3,0,2,0,0,0.082672939,0,67929.53635,111560025.4
2788,1.81002E+11,Lower San Gorgonio River,3,0.186346,3,0.380534,1,0.075472,3,0.033816423,0,0,7,3,0,1,0,0,0.03381642,0,56621.05582,58843946.17
2789,1.81001E+11,Antelope Wash,2,0.10219,2,0.268612,0,0,0,0,0,0,3,3,0,0,0,0,0,0,55789.4718,58021776.61
2790,1.81001E+11,Flat Top-Pipes Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32154.22934,42069847.66
2791,1.81001E+11,One Hole Spring,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,67373.02034,78612270.6
2792,1.81001E+11,Emerson Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63888.66568,135713036.1
2793,1.80902E+11,Dolores Lake,1,0.02129,1,0.055961,0,0,0,0,0,0,2,0,0,0,0,0,0,0,39633.89923,42528227.13
2794,1.80902E+11,Wilhelm Wash-Mojave River,1,0.044708,1,0.117518,0,0,0,0,0,0,2,1,0,0,0,0,0,0,73718.2464,139728480.9
2795,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52403.42554,103005632.9
2796,1.80902E+11,Four Corners,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59300.02734,135384753.7
2797,1.80902E+11,Tiefort Mountains,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55849.12377,121008487.2
2798,1.80902E+11,Scottys Canyon-Amargosa River,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66718.52295,143797090
2799,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44025.58246,78699200.65
2800,1.80902E+11,Rhodes Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58449.78084,106796840.9
2801,1.80902E+11,Salsberry Spring,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91119.86316,151779426.7
2802,1.80902E+11,Middle Furnace Creek Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55516.5741,93866937.5
2803,1.80902E+11,Lees Camp,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25797.08816,36261703.61
2804,1.81002E+11,The Potrero,2,0.112835,2,0.296593,0,0,0,0,0,0,4,3,0,0,0,0,0,0,39262.46635,51129015.67
2805,1.81002E+11,Tule Creek,3,0.21729,2,0.324573,3,0.226415,3,0.020172907,0,0,5,3,0,1,1,0,0.020172911,0,54372.97096,88194926.96
2806,1.81002E+11,Town of Thermal-Whitewater River,1,0.048615,2,0.127787,0,0,0,0,0,5,4,0,0,0,0,0,0,0,61658.71881,121881372.4
2807,1.81002E+11,Oasis Elementary School-Frontal Salton Sea,2,0.104121,2,0.201459,1,0.056604,2,0.015625,0,0,5,1,1,0,0,0.015625,0,0,51147.44004,74098998.15
2808,1.81001E+11,Goat Mountain,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35334.79516,65822294.82
2809,1.81001E+11,Mesquite Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50264.96216,98875292.26
2810,1.80902E+11,Cady Peak-Frontal Broadwell Lake,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51933.17606,130259101.1
2811,1.80902E+11,Broadwell Mesa,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62470.55869,97441016.55
2812,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42779.50429,65108481.87
2813,1.80902E+11,Amargosa Spring-Salt Creek,1,0.020402,1,0.053629,0,0,0,0,2,0,1,0,0,0,0,0,0,0,68064.7492,102320954.3
2814,1.80902E+11,1.81E+11,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64196.4576,88916634.81
2815,1.80902E+11,Riggs Wash,1,0.010645,1,0.02798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64834.4031,114839118.3
