OBJECTID,HUC12,Name,AqHabRank,AqHabSWNorm,AqHabTot,AnadHab,Riparian,Lakes,FreshWetld,MeadowFEW,Ponds,SeepSpring,VernalPool,SaltWetld,Shape_Length,Shape_Area
218,1.80E+11,Cherokee Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,55512.74159,75981998.25
219,1.80E+11,Calaveritas Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,58143.01719,86724608.02
220,1.80E+11,San Domingo Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,76601.42722,85042758.48
221,1.80E+11,Martinez Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,46289.88485,52336512.57
222,1.80E+11,North Fork Dry Creek-Dry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,55004.99702,51104197.32
223,1.80E+11,Scott Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,55081.56995,96806403.69
224,1.80E+11,White Rock Creek-South Fork American River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,44060.42726,51559375.76
225,1.80E+11,Peavine Creek-North Fork Middle Fork American River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,60603.67491,87467987.51
226,1.80E+11,Long Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,78167.61392,126628123.6
227,1.80E+11,Fall Creek-South Yuba River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,50321.27147,90966761.52
228,1.80E+11,Downie River,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,37214.14559,48238420.24
229,1.80E+11,Ward Creek-Indian Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,50146.06997,78224890.39
230,1.81E+11,Willard Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,40269.18914,75565000.15
231,1.81E+11,Upper Willow Creek ,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,62344.37017,146075464.8
232,1.81E+11,Bullard Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,46654.9514,53391746.35
233,1.81E+11,Grasshopper Valley,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,62675.30216,134750330.1
234,1.81E+11,Anderson Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,71664.28466,172412873.5
235,1.80E+11,Ash Valley-Ash Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,60706.15086,142664176.4
236,1.80E+11,Witcher Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,39725.86946,58880623.81
237,1.81E+11,San Miguel Island,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,54537.00297,37121498.16
238,1.81E+11,Salsipuedes Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,42925.55749,49571453.83
239,1.81E+11,El Jaro Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,47599.82997,85687465.91
240,1.81E+11,Harris Canyon,2,0.4,2,N,Y,Y,N,N,N,N,N,N,38092.63886,46655945.04
241,1.81E+11,Lower Arroyo Grande Creek,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,71506.01984,78486672.79
242,1.81E+11,Los Berros Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,56565.96988,73659264.34
243,1.81E+11,Lower Alamo Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,59446.17195,96989917.17
244,1.81E+11,1.81E+11,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,38968.52838,46902124.23
245,1.81E+11,Pilitas Creek-Salinas River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,63432.77563,91966217.04
246,1.81E+11,McDonald Canyon-San Juan Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,62910.19144,94009800.76
247,1.81E+11,Lower Cholame Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,78005.41455,126156806.2
248,1.80E+11,Middle Warthan Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,47945.05973,80759366.05
249,1.80E+11,White Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,52612.40022,107620339.9
250,1.80E+11,Town of Tranquility-Fresno Slough,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,92704.79289,149457681.1
251,1.80E+11,Mud 1085 Dam-Fresno Slough,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,77160.15351,141169764.4
252,1.80E+11,Lower Black Rascal Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,82084.54241,78708404.72
253,1.80E+11,Middle Mariposa Slough,4,0.8,4,N,Y,Y,Y,Y,Y,N,Y,Y,75790.61927,149052080.8
254,1.80E+11,Upper Owens Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,115403.6138,98295033.23
255,1.80E+11,Gallup Creek-Dry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,41945.06419,52525966.8
256,1.80E+11,Moccasin Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,44806.99404,45995516.87
257,1.80E+11,Mormon Creek-Stanislaus River,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,80021.71584,137691763
258,1.80E+11,Stony Gulch-Stanislaus River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,43567.64061,44145773.15
259,1.80E+11,Lower South Fork Mokelumne River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,33622.42628,38368613.51
260,1.80E+11,Mill Creek-North Fork Mokelumne River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,68566.9137,73464108.22
261,1.80E+11,Lower Middle Fork Mokelumne River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,66458.64194,60613527.21
262,1.80E+11,Steely Fork Cosumnes River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,44544.39282,68369174.39
263,1.80E+11,Bassi Fork,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,41404.61984,55106548.05
264,1.80E+11,Chimney Flat-South Fork American River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,46164.04776,59744966.63
265,1.80E+11,Pass Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,30910.59002,47065542.13
266,1.80E+11,Cottonwood Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,36107.93528,43266836.55
267,1.81E+11,Lower Willow Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,77472.42039,127036213.2
268,1.81E+11,Coyote Flat,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52528.65895,124591132.5
269,1.80E+11,Romero Creek-South Fork Pit River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,71899.99073,115193279.8
270,1.80E+11,Rattlesnake Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,47126.15513,63763400.6
271,1.80E+11,Gleason Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,35168.53114,43538394.27
272,1.80E+11,Thoms Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,41198.01237,67414410.8
273,1.81E+11,Santa Rosa Creek-Santa Ynez River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,53307.9544,113048880.4
274,1.81E+11,Tajiguas Creek-Frontal Santa Barbara Channel,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,60285.97471,125382994.2
275,1.81E+11,Manzana Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,65376.68459,145612220.2
276,1.81E+11,Upper Alamo Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,54821.99428,131352703.1
277,1.81E+11,Rogers Creek-San Juan Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,62162.87617,140119912.2
278,1.81E+11,Barrett Creek-San Juan Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,56371.50153,97438323.86
279,1.80E+11,Cottonwood Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,41933.72477,50831213.41
280,1.80E+11,Franciscan Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,43295.05059,50131532.77
281,1.80E+11,Alamo Solo Spring,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,63257.099,117515831.6
282,1.80E+11,Arroyo Robador-Frontal Tulare Lake Bed,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,43054.63825,71796431.34
283,1.80E+11,Upper Dry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,58988.99041,67952453.44
284,1.80E+11,Schmidt Creek-Fresno River,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,93274.82685,131692725
285,1.80E+11,Town of Trigo,1,0.2,1,N,N,N,Y,Y,N,N,Y,N,57678.16217,68391641.62
286,1.80E+11,Upper Burns Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,54289.83296,104859412.1
287,1.80E+11,Stockton Creek-Mariposa Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,59208.05598,88133874.38
288,1.80E+11,Indian Gulch-North Fork Merced River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,48783.60412,86155853.84
289,1.80E+11,Highland Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,80894.67971,159287379.7
290,1.80E+11,Silver Lake-Silver Fork American River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,40575.88888,61038859.4
291,1.61E+11,Big Meadow Creek-Upper Truckee River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,44137.45222,71087187.79
292,1.80E+11,Lake Aloha-South Fork American River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,62172.29584,141101643.5
293,1.61E+11,Prosser Creek ,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,50443.37154,84141857.52
294,1.61E+11,Martis Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,47143.73791,108278378.2
295,1.61E+11,Incline Lake-Frontal Lake Tahoe,1,0.2,1,N,N,Y,N,N,N,N,N,N,7983.596936,921570.1369
296,1.80E+11,Badenaugh Canyon-Smithneck Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,39816.23221,81367720.8
297,1.61E+11,Boca Reservoir-Little Truckee River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,46076.11422,93871113.61
298,1.81E+11,Robinson Canyon-Long Valley Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,51573.7349,92261032.35
299,1.81E+11,Middle Skedaddle Creek,1,0.2,1,N,N,N,Y,Y,N,N,N,N,26489.00915,23374614.94
300,1.81E+11,Lower Deep Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,63224.64551,129474025.9
301,1.81E+11,Painters Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,47134.48382,72238264.56
302,1.81E+11,Upper Red Rock Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,49233.18785,84115708.05
303,1.81E+11,Hays Canyon,0,0,0,N,N,N,N,N,N,N,N,N,18251.13151,9606382.923
304,1.81E+11,Fortynine Creek-Frontal Middle Alkali Lake,2,0.4,2,N,N,Y,Y,Y,Y,N,N,N,39132.71403,56479627.14
305,1.81E+11,Bidwell Creek-Frontal Upper Alkali Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52382.03907,76996038.71
306,1.81E+11,Mud Lake-Frontal Upper Alkali Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,54530.55291,91002975.77
307,1.81E+11,Indian Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,59908.56464,91607173.86
308,1.81E+11,Mission Creek-Frontal Santa Barbara Channel,3,0.6,3,Y,Y,Y,N,N,N,N,N,N,73862.36998,141083350.5
309,1.81E+11,Powell Canyon,1,0.2,1,N,Y,N,N,N,N,N,N,N,37259.25564,52861409.12
310,1.81E+11,Schoolhouse Canyon-Cuyama River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,67253.11337,149038212.9
311,1.80E+11,Santos Creek,1,0.2,1,N,N,N,Y,Y,N,N,N,N,49202.46602,54290399.65
312,1.80E+11,Town of Lost Hills,4,0.8,4,N,Y,Y,Y,Y,N,N,N,Y,78333.5865,131831224.2
313,1.80E+11,Liberty Farms South Canal-Frontal Tulare Lake Bed,3,0.6,3,N,Y,N,Y,Y,N,N,N,Y,54730.53689,111794420.8
314,1.80E+11,Empire Weir Number One-Kings River,3,0.6,3,N,Y,N,Y,Y,Y,N,N,Y,48819.83348,61365500.2
315,1.80E+11,Daulton Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,55337.97572,64333854.45
316,1.80E+11,Willow Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,50920.85809,54968595.64
317,1.80E+11,Striped Rock Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,43436.40457,61991957.58
318,1.80E+11,West Fork Chowchilla River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,76452.93861,145667743.3
319,1.80E+11,Cascade Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,39939.40376,51128609.35
320,1.80E+11,Indian Canyon Creek-Merced River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,65001.26232,81423723.79
321,1.80E+11,Middle South Fork Merced River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,88605.17463,149746177
322,1.80E+11,Big Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,53163.29104,80235036.06
323,1.80E+11,Kibbie Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,35656.98465,41606419.68
324,1.80E+11,Falls Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,81309.42246,115199730
325,1.61E+11,Bagley Valley-East Fork Carson River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,45394.73706,66854591.94
326,1.81E+11,Ballinger Canyon Wash,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,38826.64454,46215528.36
327,1.80E+11,Broad Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,52793.12073,70948489.61
328,1.80E+11,Buena Vista Valley-Buena Vista Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,83709.83364,100291689.5
329,1.80E+11,Bitter Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,44787.08588,46373389.19
330,1.80E+11,Jerry Slough,4,0.8,4,N,Y,Y,Y,Y,Y,Y,Y,Y,62396.3144,150014876.1
331,1.80E+11,Lower Elk Bayou,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,40985.85281,49599174.8
332,1.80E+11,Town of Poplar,1,0.2,1,N,N,N,Y,Y,N,N,Y,N,95089.81147,154123853.8
333,1.80E+11,Caesar Ditch-Cross Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,109907.7478,106608472.3
334,1.80E+11,Smith Mountain Ditch,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,72343.68854,117506680.4
335,1.80E+11,Upper Little Dry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,52298.15727,113282061.8
336,1.80E+11,Jose Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,40249.95196,78088816.37
337,1.80E+11,Bridalveil Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,45186.08466,65689878.07
338,1.61E+11,Upper Desert Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,47436.46677,60998073.74
339,1.81E+11,Santa Paula Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,61435.1982,117402017
340,1.80E+11,Kern Lake Bed,4,0.8,4,N,Y,Y,Y,Y,Y,N,Y,Y,35718.49087,65722496.64
341,1.80E+11,Mt. Poso-Poso Creek,3,0.6,3,N,Y,N,Y,Y,N,N,N,Y,60084.34441,83368735.55
342,1.80E+11,Big Four Ranch 737 Dam,2,0.4,2,N,N,Y,Y,Y,N,N,N,N,31966.06406,44450610.29
343,1.80E+11,Lake Heron-Tule River,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,61129.23702,60082089.44
344,1.80E+11,Lower Sand Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,52298.26446,90755676.39
345,1.80E+11,Stone Corral Canyon-Cottonwood Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,48742.11353,101936830.4
346,1.80E+11,Elbow Creek,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,51954.28993,63918958.27
347,1.80E+11,Lower Yokohl Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,54259.36874,58964916.68
348,1.80E+11,Upper Dinkey Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,51416.70436,92411211.89
349,1.80E+11,Rancheria Creek-North Fork Kings River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,64412.75858,144754890.8
350,1.80E+11,Mammoth Pool Reservoir-San Joaquin River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,71098.24863,86086792
351,1.80E+11,Lyell Fork,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,51352.24063,113718048.3
352,1.80E+11,Lower Middle Fork San Joaquin River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,37489.80565,55724824.49
353,1.81E+11,Deadman Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,51354.44913,109735662.6
354,1.61E+11,Green Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,58948.03444,52693941.17
355,1.81E+11,Lee Vining Creek-Frontal Mono Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,63358.7732,121325465.6
356,1.61E+11,Summers Creek-East Walker River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,73148.71624,111797244
357,1.61E+11,Fryingpan Creek-East Walker River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,57478.26788,62577491.67
358,1.61E+11,Little Smith Valley,1,0.2,1,N,Y,N,N,N,N,N,N,N,8371.504337,3582960.051
359,1.81E+11,Medea Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,40347.60881,63687364.6
360,1.81E+11,Bell Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,58828.76151,94744322.26
361,1.81E+11,Lake Piru-Piru Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,64894.19624,138592675.9
362,1.81E+11,Hungry Valley,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,50119.65175,80800537
363,1.81E+11,Pescado Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,69915.11532,112261545.5
364,1.81E+11,Upper Castaic Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,46105.85839,97380229.92
365,1.80E+11,Mon Canyon-Poso Creek,3,0.6,3,N,Y,N,Y,Y,N,N,N,Y,40610.99093,50115473.99
366,1.80E+11,Lower South Fork Tule River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,46564.02281,59540716.64
367,1.80E+11,Horse Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,37809.55201,60300199.05
368,1.80E+11,Lower Marble Fork Kaweah River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,48357.47401,61012300.18
369,1.80E+11,Upper Marble Fork Kaweah River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,44114.30767,72818078.25
370,1.81E+11,Sand Canyon-Santa Clara River,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,87228.38839,155956412.8
371,1.81E+11,Lower Big Tujunga Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,83457.61878,128523071
372,1.81E+11,Holiday Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,90156.25604,75819045.41
373,1.81E+11,Lower Amargosa Creek,2,0.4,2,N,Y,N,Y,Y,Y,Y,N,N,135303.782,116638314
374,1.80E+11,Middle Caliente Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,62163.67727,161803559.2
375,1.80E+11,Upper Walker Basin Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,38186.99919,58084741.54
376,1.80E+11,Isabella Lake-South Fork Kern River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,124160.9316,356590124.2
377,1.80E+11,Headwaters Deer Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,42164.6698,50422229.61
378,1.80E+11,Freeman Creek-Kern River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,45895.03574,75920445.12
379,1.80E+11,Whitney Creek-Kern River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,58112.72171,111677541.5
380,1.80E+11,Deadman Canyon,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,33964.79895,41839929.99
381,1.80E+11,Gardiner Creek-South Fork Kings River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,40750.58647,70298904.34
382,1.80E+11,Upper Middle Fork Kings River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,56390.53059,79438150.73
383,1.80E+11,Arrow Creek-South Fork Kings River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,46357.7782,90084258.1
384,1.81E+11,Rock Creek-Spring Canyon Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,73799.42624,150082491.5
385,1.81E+11,Pellisier Creek-Spring Canyon Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,75343.12013,123819861.3
386,1.61E+11,Lower Huntoon Creek,0,0,0,N,N,N,N,N,N,N,N,N,9103.567063,2007678.56
387,1.81E+11,Lower Hutchinson Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,36868.97475,53023068.32
388,1.81E+11,Huntington Beach-Pacific Ocean,1,0.2,1,N,N,N,N,N,N,N,N,Y,42696.07287,7048570.082
389,1.81E+11,Verdugo Wash,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,44112.36952,59952565.09
390,1.81E+11,Scholl Canyon-Los Angeles River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,43821.86535,65287316.61
391,1.81E+11,Arrastre Canyon-Santa Clara River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,67560.73579,143705106.3
392,1.81E+11,Tropico Hill,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,91745.45229,109639197.7
393,1.81E+11,Town of Rosamond,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,48777.37662,99877965.78
394,1.81E+11,Piute Ponds,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,85298.21867,55537488.31
395,1.81E+11,Upper Cottonwood Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,40518.34004,43027345.62
396,1.80E+11,Lost Creek-South Fork Kern River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,62696.94191,116859040
397,1.81E+11,Bairs Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,40547.4139,48084403.57
398,1.81E+11,Coyote Canyon-Owens River,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,102728.909,159697415.1
399,1.81E+11,Tinemaha Reservoir-Owens River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,73543.55301,105153083.1
400,1.81E+11,Payson Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,43299.18683,53825030.78
401,1.81E+11,Brea Creek-Coyote Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,80297.11378,127243487.8
402,1.81E+11,Lower Santiago Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,85666.63059,109723189
403,1.81E+11,Lower West Fork San Gabriel River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,40441.37748,47005018.04
404,1.81E+11,Santa Fe Flood Control Basin-San Gabriel River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,86025.90099,142395402.5
405,1.81E+11,Cattle Canyon,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,36689.55114,52816625.41
406,1.81E+11,Lovejoy Springs,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,110108.4085,103297812
407,1.81E+11,Buckhorn Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,81814.53765,108164772.1
408,1.81E+11,1.81E+11,1,0.2,1,N,N,N,Y,N,Y,N,N,N,42173.10788,44077854.92
409,1.81E+11,180902060404-Cache Creek,0,0,0,N,N,N,N,N,N,N,N,N,57393.66611,59241549.48
410,1.81E+11,Galileo Hill,1,0.2,1,N,N,Y,N,N,N,N,N,N,65474.1154,69165646.05
411,1.81E+11,Town of Boron,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,61238.62251,102280272.5
412,1.81E+11,Sheep Spring,2,0.4,2,N,Y,N,Y,N,Y,Y,N,N,78398.63575,145750830.3
413,1.81E+11,Freeman Gulch,2,0.4,2,N,Y,N,Y,Y,N,Y,N,N,51092.52207,65645332.7
414,1.81E+11,Little Lake,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,84389.58012,132849449.1
415,1.81E+11,Lark Seep-China Lake,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,110725.8046,213501599.1
416,1.81E+11,Cactus Peak,1,0.2,1,N,Y,N,N,N,N,N,N,N,22107.94578,15387508.05
417,1.81E+11,1.81E+11,1,0.2,1,N,N,N,Y,N,Y,N,N,N,62904.76436,121518743
418,1.81E+11,Arroyo Trabuco,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,91382.79583,141406090.2
419,1.81E+11,Lower San Mateo Creek,5,1,5,Y,Y,Y,Y,Y,Y,N,Y,Y,62789.62172,136570833.6
420,1.81E+11,Middle San Juan Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,66710.51729,104921653.6
421,1.81E+11,Lake Elsinore,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,58472.88338,100376248.7
422,1.81E+11,Lower Chino Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,73059.81783,116298764
423,1.81E+11,Aliso Creek-Santa Ana River,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,53866.12616,97786026.87
424,1.81E+11,Cajon Wash-Lytle Creek,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,69428.80839,91415245.6
425,1.81E+11,Black Mountain-Frontal El Mirage Lake,2,0.4,2,N,N,Y,Y,N,Y,N,N,N,68810.59885,64263618.88
426,1.81E+11,Sheep Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,82642.59438,81954841.82
427,1.81E+11,Upper Cajon Wash,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,61100.93916,105399760.7
428,1.81E+11,Haystack Butte,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,51726.67021,116877030.5
429,1.81E+11,The Buttes,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,66478.33964,62987366.87
430,1.81E+11,Upper Teagle Wash,0,0,0,N,N,N,N,N,N,N,N,N,54245.3497,131127575.2
431,1.81E+11,1.81E+11,1,0.2,1,N,N,N,Y,Y,Y,N,N,N,67289.43149,120366690.5
432,1.81E+11,Deadman Canyon,4,0.8,4,N,Y,Y,Y,Y,N,N,N,Y,41317.88698,67185508.15
433,1.81E+11,Wilson Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,50083.5756,78148246.03
434,1.81E+11,Upper Darwin Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,49098.93649,70882224.02
435,1.81E+11,Water Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,67336.88401,71229094.06
436,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,55103.68657,96759268.14
437,1.81E+11,The Racetrack,2,0.4,2,N,N,Y,Y,N,Y,N,N,N,48852.52544,82009174.9
